label,text
skip,удачи ему :D
negative,"если у вас спросят, за что можно не уважать некоторых тех, кто называет себя журналистом, то просто дайте ссылку на вот эту кучу навоза "
negative,Ну почему нельзя просто взять и унести библиотеку к себе домой! 😩 😄
neutral,"Саша, я оценила твой характер! Где посмотреть? Здесь - "
neutral,День Вооруженных Сил Украины
positive,"Пасаны, очень хочется музыки, такой спокойной и душевной, печально-романтичной) Поделитесь, пожалуйста.

Как идеал, эти две."
positive,"Кисуль,весна на дворе!!!!Чуешь...как пахнет???)"
neutral,"Полицейского, гулявшего по тоннелю метро Петербурга, осмотрят психиатры | криминал | происшествия | АиФ Санкт-Петербург"
negative,"Не успела я отлучиться на 2 недельки, приезжаю...а тут такое...Кошки нет...грят в Донецке....капец. Кать, ты нас бросила???? (((((( По-моему это проявление Эгоизма в ВЫСШЕЙ степени, скажи Надежда? Почему не уследила????!!!!"
skip,Выздоравливай:D
positive,"Зина не права ты,парень я пиздатый(:"
neutral,Кто более подходящий кандидат на роль Президента Украины?
positive,"Ссоримся? - да.
Бесим друг друга? - да.
Но мы же с ней братюни навек..."
neutral,мы БАНДА!!!!!
skip,"Холодно так, что на парковке аж блядей нет."
negative,"бля ну это пиздец

"
neutral,Меняю свои секреты на ваши)
skip,77. Помий голову
speech,С Днем Рождения Нигер!!!!!))))
skip,"Я живу так,как я хочу. Отстаньте от меня,правильные люди."
positive,"Вот и закончился последний домашний матч наших девушек нынешнего сезона. Сезона, которого с нетерпением ждали, ждали красивых побед от нашей команды, команды, которой нам очень сильно не будет хватать, мы будем скучать по вам! Мы любим тебя, ДИНАМО!!!"
neutral,...И чё людям не спится в 04:45 утра...??
speech,"С днем рождением дорогой мой друг !!! Желаю тебе много радостных дней , море счастье и улыбок и крепкого здоровья !!! Пусть тебя сопутствует удача всегда и везде !!!"
positive,"Вот это взаимопомощь, удивили!!!"
neutral,Кто-то думает то-что я не настоящий Д.Броди.Хотя это не-так
neutral,"PANASONIC TX-PR42UT30 ~ 24тыр
Intel D2700DC - 2300р

//ОЗУ SODIMM DDR3 1066 (с объёмом не определился) - <500р
//Либо SSD mPCI-E 20-30Gb (под ОС) <1000р, либо Wi-Fi mPCI-E <300р
либо оба варианта, но Wi-Fi - PCI.
//HDD SATA II, (не определился) < 2000р
//Пульт ДУ ИК (не смотрел пока что) 
Как ОС будет использоваться Win 7 Starter, ибо, к сожалению, Intel под Linux так и не сделали нормальных дров на архитектуру Cedar Trai. Буду делать специально сборку. Будет использоваться XBMC."
neutral,"""Селтик"" может подать жалобу в УЕФА из-за жертвоприношения барана на стадионе ""Астана Арена"" - СМИ"
skip,"Наступила такая пора, когда стоишь в 2 часа ночи в одних трусах с тапочком в руке на кровати..и высматриваешь эту падлу жужжащую!!!)"
negative,Как легко обрывается жизнь...
negative,когда платить нужно будет больше чем получишь . вот тогда будет . взрыв на новознои кучи
neutral,работа @ Гранат 
negative,"#КПРФ уже совсем поехало такое снимать. Сначала был ролик как им стыдно жить в своей стране, теперь это... Вопрос?! А что снимите дальше?! Я уже реально боюсь представить, что будет дальше... Уже так и хочется сказать, #Сталин'а на них нет )))"
positive,"ну как? 
ахахахаха"
skip,"-а я ей завидую. . очень. . . -она что, его очередная новая девушка? -нет, она его лучшая подруга. . она всегда рядом с ним. . ."
negative,Бавария-Реал 0-4 ппц
neutral,бросай ленягу. дуй в спорт зал!)
positive,..Она могла довести своими выходками до бешенства... Но в этом и была Ее своеобразная прелесть..
skip,Слава великому Путину!
neutral,Если я убью мелкого черного пензенского кота общество меня не осудит?Мм???
neutral,"[id16175271|Вероника], давай лучше с нами в феврале на 4 дня! )) выезд 12.02 возвращаемся 17.02, бюджет 2500грн на все про все)"
speech,"С Добрым утречком!!!
:)"
neutral,Русский дабстеп отакуе
speech,"Ещё солнце в полон горизонта не село,
Ещё ветер горячий качает сосну,
Что на скалах растёт краснострунная телом,
И всей кроной ночами качает звезду. 
Что поёт тебе ветер и синее море?
Каким птицам усталым даёшь ты приют?
Расскажи мне о тучах седых и просторе,
Обо всех кораблях, что куда-то плывут…
С ДНЁМ РОЖДЕНИЯ!"
negative,"сукаааа, где мой комп!!!!"
positive,Хочу на море)))
positive,"я люблю, я вернусь)))"
neutral,...о творчестве OBITUARY )))))
negative,какой же блять идиотиииииизм
neutral,к зиме готовы!
skip,"""Просто живешь, как будто сериал смотришь: привычные герои и интерьеры, и диалог знаешь наперед, можно не дожидаться ответа. А потом вдруг отрываешься от экрана, глядишь в окно, а там - солнце, всё залито светом, будто золотом. Оглядываешься на экран и осознаешь, что картинка черно - белая: тысяча оттенков серого. И бросаешь к черту эти диалоги, нудных героев, приевшиеся пыльные декорации. Открываешь окно и вдыхаешь ветер. Чувствуешь запахи, слышишь звуки, впитываешь свет и пьянеешь от чувства жизни. 
И знаешь, что будет дальше? Дальше тебя ждет следующая серия полюбившегося сериала, где только сны бывают цветными"". (с)"
positive,"Про пианистов.

Так бывает (вы, верно, знаете), когда идешь к морю по городу, по асфальтированной его части, где еще проложены дороги и тротуары, и в нужном месте сворачиваешь на берег, разуваешься, шагаешь босиком и тот час попадаешь в мир других физических ощущений: под ногами рассыпается теплый песок, мелкая галька колит пятки, между пальцев затекает морская вода из мелких лужиц вдоль моря, самые длинные волны достают до тебя пеной вперемешку с песком. Сразу всё меняется.
Такой Коля Сизов. Я едва успела войти в клуб и не очень-то прислушиваюсь к музыке, пока беру пиво в баре и здороваюсь с кем-то, а под ногами уже рассыпается знакомый теплый песок. И всё тот час меняется, это даже физически другие ощущения.

P.S. Коля Сизов - это Николай Сизов, петербуржский джазовый пианист."
positive,"Респект ПАПАШКЕ!))))
Он исполнил мечту каждого ребёнка))) с родительского разрешения так сказать :D"
neutral,"B L A C K H O L E



За репост делаю сигны"
positive,Моя милая родная бабушка!!!!
positive,моооя то;[id122371770|Ольга Хмелева]  насмеялись вдоволь)))
neutral,1 мая 1947 года 23-летняя Эвелин МакХейл бросилась со смотровой площадки 83 этажа Эмпайр Стейт Билдинг. Она упала прямо на лимузин ООН. Позже это самоубийство назвали самым красивым.
positive,Как же я хочу в САМАРУ!
negative,совсем обнаглела
neutral,кто в пиратов играет щас?
speech,"Возьму на себя ответственность поздравить тебя с днем рождения от всей приемки РУДН 2012))) Счастья, здоровья и побольше смешных фамилий во время приема))"
neutral,"не хватает любви, тепла и романтики? 
на
 raz.z0r.de/L/z0r-de_3814.swf"
speech,"сладких,ребята)"
skip,"Старопрамен))) не то, что у нас))))"
positive,я б сама одела такую)
negative,"Да, я не подарочек. Но и у тебя ведь не день рождения."
positive,"это крутейшая тема!!!! дуб!!!! интересно, а какая у них там всходимость семян?:)"
neutral,"ребятки, у кого есть лишних 7 глазов дракона??? верну сразу же"
positive,ништяквнатуревсёпутём!!!
neutral,"Друзья, помогите пожалуйста, выручите, поставьте лайк, помогите выйграть билеты на фестиваль, очень благодарна буду!! :*"
negative,")))
не звоночка,не письма((("
neutral,"Дата моей смерти: 7 декабря 2031
 Подробнее здесь: vk.com/app4868163#Test65"
neutral,деревянная доска в форме рака
neutral,"А потом я не сдержалась и позвонила. Потому что лучше быть счастливой, чем гордой. С.Минаев"
neutral,"Приличная девушка - эта не та, что целыми днями сидит дома, прикованная 
наручниками к батарее, а та, которой дают полную свободу, а она 
продолжает оставаться приличной."
neutral,"Алгебра-3/3; Русский-4/4; Обществознание-4/4; Литература-4/4; 1 оценка за экзамен,вторая в аттестат."
neutral,"Не обижай человека, который ради твоей
улыбки готов свернуть горы."
skip,неудачный грим 😊
skip,"Сижу за решеткой, в темнице сырой, вскормленный в неволе, орел молодой."
neutral,"Друзья, сегодня (16 июля, суббота) я выступаю в дегустационном зале (пивнушке) на Литвинова 38 а. Приходите к половине седьмого, будете мне мелочь в чехол кидать"
neutral,"Внимание Wechslerinen! Христианская добрая и отзывчивая семья из Мюнхена с мальчиками  2 и 4 лет ищет Aupair, которая обладает терпением и умеет сопереживать, т.к старший ребенок аутентичен. Семья помогает оплатить курс на 50%. Выполнять работу по дому практически не требуется, разве что иногда пропылесосить и разобрать посуд.моеч.машину.
Если Вас как-то заинтересовала семья, напишите мне... Это правда хорошая, отзывчивая семья, ждущая поддержки и терпеливости также и от аупер по отношению к старшему ребенку. Педагогическое образование приветствуется! 
вот ссылка на их профиль : "
neutral,Ребята помогите Даше выбрать водяной знак для сайта 
speech,"День рожденья - хорошая дата,
Но немножко грустно всегда,
Потому что летят незаметно
Наши лучшие в жизни года.
День рожденья - особая дата,
Этот праздник ни с чем не сравнить,
Кто-то умный придумал когда-то:
Имениннику радость дарить.
Радость встречи, улыбки надежды,
Пожеланья здоровья, тепла,
Чтобы счастье безоблачным было,
Чтоб успешными были дела."
skip,Он жагандагы бала менин 2балама уксайды
neutral,Опубликовано фото в Instagram  @ Будвар 
negative,"ты как настоящая тетка купила угги и завела формспринг? бля, по моему это ОШИБКА! ты гомогей плотный"
neutral,"никто не знает, как я себя чувствую
но каждый говорит, что он меня понимает."
positive,"Солнце,вспомни прошлое ))))))))))))*** Домашние караоке жжет =)"
positive,"21 век, какие наф кинотеатры, круто драм.театры). Первый мой в жизни спектакль) Оренбургский драмтеатр ""Бешеные деньги"" про продажных дев)! Мне понравилось на +100500)!"
skip,"Едет мальчик на велосипеде мимо мамы:
- Мама, смотри, я еду без рук!
Завернул за поворот, через минуту возвращается:
- Мама, смотри, я еду без зубов!"
negative,"www.youtube.com/watch?v=0fMQHIH8ir8&feature=player_embedded#! Потому что за 20 лет правления посте СССР ничего не Модернизируют деньги не вкладывают в развитие страны ,а тупо воруются миллиардами доллоров. Все бабки уходят на их шикарную красивую жизнь чиновников единой россии покупают особняки,самолёты,острова,часы по ляму баксов и .т.д!!!! ВОТ ИТОГ!!!"
positive,а мне это очень очень)
positive,Моднявый тип
skip,"ахаха))Влада, говорила меньше пить надо"
skip,ааааааа....волохати китайцы))))))))))))))
neutral,куплю синюю черепицу
positive,прелесть песенка )))
skip,Анекдот: во Владивостоке столкнулись два жигуля.
negative,"Вот как бывает: тебя приглашают на спортивную пробежку и зарядку в 7 утра, еще плюс море, а сами в итоге не приходят и ты одна и на площадке занимаешься, и на море одна идешь."
neutral,"Русская патриотка Роза Шанина, снайпер. В 19 лет она уже убила 59 немецких солдат и офицеров...

Газеты союзников прозвали её «невидимым ужасом Восточной Пруссии»."
speech,"С Рождеством мои дорогие и любимые друзья ))
и пусть с каждым сегодня произойдёт самое настоящее рождественское чудо !!!"
positive,"умоляю,будь со мной!!!"
neutral,Кот и сиськи =)
negative,"настроение под ноль, здраствуй крепкий алкоголь....."
negative,пиратка *театро*отстой!
neutral,Ты курва братюнь:)
negative,"Запомни ты нужен тем, кто первый пишет и звонит. Остальные плевать на тебя хотели."
neutral,ппс))) убери такую аву))) рано тебе ещё о взрослом мечтать)))
neutral,Чего хотите от меня?^__^
skip,Все девушки козлы! И от мужчин им нужен только секс! =)
neutral,"Коротко о подготовке ко второму туру олимпиады ""Шаг в будущее"""
positive,Отличный уикэнд!))))))))
neutral,"кто, кто... - Жак Ив Кусто!"
neutral,ну напоминаешь.. вообще прям!
neutral,мне завтра на работе вставать в 06-45 а я вот ищу киллера для СРАМЫ!! а если повезет оптом 1 по цене 3 -ММ и БРАНКА!!!
neutral,для того чтобы понравиться мужчине накрутите на палец белой херни колечками и используйте приём орального проникновения.
skip,"хочу больше работы, мало мне, скучно! работу в студию!"
positive,Твой сын(и его секта))))) А ну гордись срочно)
positive,классная песня спасибо)
neutral,Сколько пропустит Месси ?
negative,бррррррр.....
skip,долго я ждал пока у мэнсона пройдут пиздострадания а лабаф просто зая
neutral,4. Сходил и умер
positive,Я люблю тебя Любимый.
negative,Я олень многостаночный....
negative,"Нихуя это не прикольно, когда ты любишь молочный шоколад, а тебе дарят чёрный."
positive,Скучаю по ним....
neutral,Гламур) Кофта+айфон+ванна)))
positive,"Тихо падает снег на аллеи и голые ветки,
В предвкушении чуда - люди быстро стремятся домой.
Человек, как птенец, в золотой и замкнутой клетке -
Чем прекрасней оковы, тем сильней для него эта боль.

В разноцветных шарах таят лампочек отблески света,
А в игрушках на ёлке таится секретный огонь.
Только душу терзает приятная память о лете,
Но камин помогает не мерзнуть холодной зимой.

В осветленную комнату входит влюбленная мама,
А за руку ее трепетно держит отец.
Но вот время у нас остается совсем уже мало...
Мы возьмемся за руки, чтоб слышать биение сердец...

Мы опять наряжаем ёлку в гирлянду из свечек,
С ожиданием чуда ложимся под полночь в кровать.
Только к полночи сердце мое все больше трепещет...
Сколько же можно уютных объятий ждать?

Юлия Гасай"
skip,"ПОдруга - это сникерс на
двоих, Подруга - это такая
как ты дура, Подруга - это
постоянный ржач,
Подруга - это та, кто
скажет: сука, не плачь!
Подруга - это когда
фигово, она придет с
бухлом, Подруга - это
дебилка, с которой
хорошо вдвоем!: D"
neutral,Вот так блин пррокатились
neutral,Пятничное Тель Авивское утро)))
neutral,Расстрел на дороге: туристы из Москвы не доехали до Эльбруса
neutral,Гуляли с Масяней <3
neutral,Германия просто уничтожила Бразилию. 4-0 к 27 минуте
skip,ти помниш як обзивати?
positive,Выходной Пейнтбол:)
negative,"Апрель, ты совсем там ахуел или как?!"
neutral,большой господь стоит дешевле маленького
neutral,механик бункерует водой))))
skip,"Когда астронавт Нил Армстронг впервые прогулялся по Луне, он сказал не только знаменитое: «Это — маленький шаг для человека, но огромный — для всего человечества». Перед тем как вернуться на борт лунного модуля,космонавт произнес: «Удачи, мистер Горски». Смысл этой ремарки пожилой Армстронг поведал журналистам лишь в 1995 году. Когда Нил был ребенком,он играл в бейсбол на заднем дворе. Приятель Армстронга бросил мяч так,что тот оказался под окном спальни их соседей (мистера и миссис Горски). Когда Нил перелез через забор и нагнулся, чтобы подобрать мяч,он услышал, как миссис Горски кричит мистеру Горски:
— Оральный секс? Тебе нужен оральный секс? Ты получишь его только после того, как соседский пацан высадится на Луну!"
positive,на батутах прыгаю вот :D
speech,Доброе утро мои Любимки :*
neutral,Наши либералы МЕЧТАЮТ о распаде России.
speech,С праздником!!!
positive,я верю в тебя моя сладость****
skip,بيك خير وافتح حسابي اذا انت رجل )))
neutral,"Женщина должна быть как мороженное - белая, сладкая и таять в руках, а мужчина  похожим на кофе: крепким, горячим и не дающим уснуть)"
neutral,10 дней на другой планете
negative,"Москвичи потребуют роспуска Госдумы.Пора,пора.Долго они там думают и никак ничего придумать не могут.Известный блогер, Дмитрий Гладышев резонно спрашивает: А что они могут делать?Пусть работают в цеху,делают резиносексуальные изделия,продают и этим живут.Запретить им пожизненно заниматься политической проституцией и обманом людей!"
neutral,и разрыв сердца)
neutral,"Битва Титанов!
"
neutral,Мужчина с кастрюлей
skip,З наступаючим Новим Роком!!!
neutral,Как твой старый комп.
positive,Дрессирую кошку :)
neutral,"От судьбы не уйдешь, и те люди, которые должны быть в твоей жизни всё равно в ней будут, даже если тебе сейчас кажется, что вы уже никогда не будете общаться..."
speech,С ДНЕМ РОЖДЕНИЯ !!!!
speech,Год Черного Дракона. Что-то в этом есть. С Наступающим))
skip,Танцы-шмансы-Димасы))
speech,"С Днем тебя Рождения малой мой любимый человек,  пускай звезды сияют в твоих мечтах и в твоем сердце и этот свет воплощает все надоеды и мечты в реальность, ты самая классная на свете  , ЛЮБЛЮ ТЕБЯ!!!"
neutral,Я на 1 май в игнатово приеду......где гуляешь на 1 май?
positive,Это мне подарочек был такой на ДР от Аси Андреевой)))
neutral,"До момента посыла ДУХОВНОГО ЕДИНЕНИЯ народов Святой Руси
осталось 41 час 12 минут 45"
positive,:Р  а мы сходили в суши:Р и ОБЪЕЛИСЬ;D
skip,Выключайте на фик этот голос нагггода)))))
neutral,"26 лет раздумий: "" Как нам лучше, с волосами или без?!"""
neutral,Без лишних слов.
negative,Япона-мать!!! чёж сложно так..
neutral,"Дэ́вид Пьер Ге́тта (французское произношение Дави́д Гетта́; 7 ноября 1967, Париж) — французский диджей и продюсер.

Гетта является одним из самых популярных музыкальных продюсеров, сотрудничает с такими исполнителями и группами как The Black Eyed Peas, Рианна, Эйкон и др."
neutral,третий закон Ньютона
skip,можу тебе добити )))
neutral,этож кулик
positive,Мяф мяф:* люлюлю
neutral,"""Если ваш идеологический противник говорит здравые вещи, нужно его поддержать. Мне не нравится депутат Виталий Милонов, но когда он, консерватор, призывает запретить детские конкурсы красоты, я, прогрессист, с ним согласен."""
neutral,"26 мая в России может стать «страшным днем» — Рамблер-Новости  news.rambler.ru  В среде российских предпринимателей нарастают протестные настроения. B День предпринимательства — 26 мая по всей стране могут не открыться предприятия транспорта, торговли и услуг."
negative,"бессонная ночь №1 
понеслась ..."
neutral,мудрости пост
speech,"С Днюхой, всего тебе самого-самого и по-больше!)"
neutral,"А Ты,уже смотрела ""Франклин""?)"
positive,Инструктор по вождению жжет.3gp
speech,Зайка с ДНЕМ РОЖДЕНИЯ!!!!!!!!!!!
positive,"Я очень очень сильно тебя люблю, мой дорогой, любимый мальчик)))"
negative,Уже не впервые на мои картинки отвечают: ПОКАЖИ ХОТЬ ОДНОГО ГОЛОДНОГО РУССКОГО. Вы нашисты или обкурились?
positive,"У кого-то зима, а у меня все еще лето))))))))"
positive,"ахах 
вот оно че надо!))"
neutral,что не понравилась?????
negative,Ну теперь с полной увереностью можно сказать что 70 процентов Молдовы ***** которое проголосовало за Тимофти даже не зная этого человека...Что он сделал для Молдовы?Вы вообще уверены что он что-то сделает???Этот ТимоФти сам сказал что НЕ СОБИРАЕТСЯ ЗАНИМАТЬСЯ ПОЛИТИКИЙ....Это прискорбно...Что у нас такой народ Молдовы!!!
positive,солнышко я тебя люблю))дружбанчик)__)))
neutral,"Мой любимый размер фотокниг 20х20😍😍 .Эта красота уже обрадовала своих хозяев😊
☝И напоминаем, что принимаем заказы из Ваших собственных фотографий"
neutral,"Часто девушки говорят: ""меня сложно найти, но легко потерять"".Не знаю, как у вас, а у меня эта фраза ассоциируется с носками... 
Вот их действительно достаточно сложно найти(особенно по утру), а теряются они почему то регулярно."
positive,Очень всё хорошо!!! Никогда не удаляйте исходники!!!
negative,"СОСИТЕ ХУЙ ХУДОЖНИКИ! надоели вы со совими роботонарисованными графити!!!! пиздуйте снежную бабу лепить, с девушкой на коньках кататься, в кино хоть сходите задроты!!!"
speech,З Днюшой Братан!!!!!
skip,"Мы за то, чтобы разрешить гей-парады! Врага надо знать в лицо!"
neutral,"Год - это не вся жизнь, но всю жизнь будешь вспоминать этот год."
neutral,Вот только номером дома ошибся...
positive,Скоро приеду 😌
speech,С днём рождения! :3
speech,"С Днём варенья бро!!! Всего тебе самого наилучшего, что бы не болел и что бы все твои заветные мечты исполнились!!!
♥♥♥"
speech,С первым снегом Господа!!!))))
positive,"""Что вы мне играете? Здесь должна быть страсть, а страсть не может быть без зубов!"" (с) - Луценко В.В. ГЕНИАЛЬНО!"
neutral,Уехал в Питер)))
neutral,"Стал ""коллумнистом"" на Bussines.ua ))
+1 статья на передовом бизнес портале Украины."
positive,Девичник подруги))
positive,ОМГ какой милашка!)нереально не улыбнуться)
skip,Товарищи китаисты! Как мне перевести на китайский такое вот: Уртачирчикский район с\с юнучкала. Мне реально страшно!!!
positive,"На работу, как на праздник!"
skip,Блять вмираю)))))))
positive,"О боже,кажеца что я влюбилась:)))"
neutral,Олежка для тебя)))
neutral,💃💃💃 @ Иммунопрепарат
skip,Не робити можна жити!!!!!! Не жерти можна вмерти!!!!!!
neutral,Понедельник))) @ Жуковского 24 
speech,"Йоу, с днём варенья 😊
Буду банальной: счастья, любви, побед, удач, исполнения желаний, успехов в спорте, учёбе, творческой деятельности 😊 побольше тебе позитива :))
На самом деле, это потрясно, что мы познакомились :) Это очень круто - иметь такого друга как ты :) и постебать можешь, и поддержать :) 
Anyway I wish you a sea of happiness and health, and ocean of love 😊 😉 😊
P.S. с 18-летием, Йоу 😃"
neutral,"из серии ""кто круче?"" :)"
neutral,"Прежде чем стремиться узнать
правду, трижды подумай, сможешь
ли с ней жить."
positive,Вот кого я хочу
neutral,восстанавливает кислотно-щелочной баланс
skip,"xxx: А ты в курсе, что Петрович, ну, бомж, который у нашего подъезда живет, он - ванильный!
xxx: Сегодня сказал, что любит дождь.
xxx: В нем можно помыться."
neutral,"На моей страничке больше гостей! Посмотри своих здесь:
♥  ♥"
neutral,Именинника сегодняшнего не напоминает?))
positive,"Держи подарочек от меня!
"
neutral,"Прошу обратиться ко мне: ""Богов"" Фотошопа; Программистов-недоучек; ""Геймеров"" (задротов).
Работа есть (оплата - тоже), так что - ""вперёд и с песней"" :D)"
neutral,этот момент
neutral,❣ @ г. Могилёв-Подольский
speech,Братишка тебе сегодня 17 лет и хочу пожелать тебе всего охуенного в жизни чтобы ты чего захотел в жизни добился и пора уже от похуизма отвыкать ведь тебе 17 лет малыш !!! и бля внатури оставайся всегда самим собой за ето я тебя и ценю малыш ))) короче respect и уважуха !!!
neutral,На руинах Донецкого аэропорта | Сводки и новости Новороссии
neutral,ДЕМУШКИН за визовый режим.
neutral,жесть и парафин))))))))
positive,Скучаю!!!!!
speech,"Распрекраснейшая моя!!! Я тебя ТАК люблю!!!
С Днём Рождения!!!!!
 Пусть всё будет самым лучшим образом в твоей прекрасной жизни!!!!!
И пусть тебе аист принесёт бебика от любимого мужчины. И свадебку, наконец-то, уже хотся :-))) Я, даже ради этого события, в Братск приеду:-)))
Целую!!!!!"
positive,поддержка была хорошая у Баварии
positive,"Пиздато сегодня день провели) Спасибо, бро!)"
neutral,"Простой сантехник из Самары до сих пор не понимает, почему на него на улицах оборачиваются люди"
neutral,"эгей,ребята! нас уже трое гонит. кто хочет?отпишитесь мне.будем наслаждаться весенним львовом)"
skip,З Днем Ангела!!!)
positive,Красоточки))
positive,"Аххаааааааага!!!!!! Вот тебе, дружище, и на....... первый шаг к резиновой бабе!!!!!!!"
positive,"если задуматься, то в моей сознательной жизни только один год первое сентября не ассоциировалось с радикальными переменами в образе жизни. что, кстати, сильно контрастирует с первым января, которое вообще напоминает только о том, что через две недели др.
в общем всех с осенью, началом учебы, началом преподавания, новыми сезонами любимых сериалов, желтой листвой в парках и мечтами о следующем отпуске.
Fuck the January.
Happy New Year!"
speech,С Днем Рождения)) всегда улыбайся)😃😃😃😃
positive,Деня первый!!!!!#hi5studio  
neutral,"Меня достали люди, которые кричат ""ДАЙТЕ НАКОНЕЦ ДИ КАПРИО ОСКАР"". 
В этом году Ди Каприо Оскар взять не должен. Да, он его давно заслужил такими фильмами как ""Авиатор"" и ""Остров Проклятых"", но в этом году, я бы даже его номинацию отдала Редфорду, Хэнксу или Фениксу. Его волк с Уолл-Стрит не уникален и не врезается в память. Да он хорош, но он не лучший.
Вы вообще смотрели работы остальных номинантов? Даже если мы будем игнорировать то, какой огромный шаг для себя сделал МакКонахи, то уж до Дерна Лео в этом году точно недотянул. 

И еще, готовьтесь, сегодня ночью я буду засорять вашу ленту. Ищу собеседников.
OscarStyle"
neutral,2 новых поста в блоге: 
neutral,Семён на ловле раков ))))))
neutral,"не честно, я хотел 30 Seconds To Mars скинуть=) 
а на фотке, видимо контраст=)"
negative,"тут такие сериалы крутят, что просто фейспалм. или у нас тоже делают про американских шпионов?
кэй джи би пхаха

И ДАЖЕ РЕКЛАМА С УПОМИНАНИЕМ СОВКА И РАШКИ
p.s. не поленитесь, посмотрите."
neutral,"Девочки ,такие девочки😊"
negative,ГУБАРЕВ НИКАКОГО ПЕРЕМИРИЯ НЕТ ГОТОВИТСЯ НАСТУПЛЕНИЕ ХУНТЫ ПО ВСЕМ ФРОНТАМ И ЭТО НА ФОНЕ ОТЗЫВА ПУТИНЫМ ПРИКАЗА НА ВВОД ВОЙСК
skip,мм ти хочеш
skip,"ББББББББбббббББбббБББббббАБББббБАББББУББбубБУБУУммма умммаммммммаамммамаммаумамамаммаммамамаму мамамамамамамамама ам ам а ма ма м а м а мамамумамамука мамамукмамамумамкумумумауумаммумамамуумамаммумамамуумамамамамууумаамуумамуумааамуамамумамамамамамамамамума
вен а ДОНТ Ю НОУ ЭБАУТ ЗЭ БЕРД БЕРДБЕРД БЕРД БЕРД БЕРД БЕРД БЕРД БЕРД БЕРД БЕРД БЕРД БЕРД БЕРД БЕРД БЕРД БЕРД БЕРД БЕРД
БЕРД БЕРД БЕРД БЕРД БЕ"
positive,"Лучшая подруга:
может поднять твое настроение. когда грустишь
всегда готова познакомить тебя с отличным парнем
она охраняет двери ванной комнаты, когда ты принимаешь душ
вернувшись из путешествия она дарит тебе самые нелепые сувениры
она знает твои тайны и не болтает об этом
она не просит тебя заткнуться если ты напеваешь свою любимую мелодию
никогда не смеется если оплошаешь на людях
готова подождать если опаздываешь
готова дать верный совет
не покидает тебя в трудную минуту
можешь поплакаться ей в жилетку
кормит тебя обедом если ты забыла кошелек дома
она чемпионка по скоростному набору твоего номера"
negative,"да будь ты проклят, этот гомосексуализм!!!!!!!!!!!!!!!"
neutral,"ну что, ты уже окольцован?!"
neutral,что лучше?
skip,"Девочки, повторяю ещё раз... На празднике... Сначала фоткаемся... Потом празднуем..)))"
negative,"я накрутил кишки любимой суки себе на руки, 
кровь алая растекалась по всей спальне, 
мало ей два раза по горлу и восемь раз в живот, 
пока она корежилась я говорил, что всё пройдёт...
^_^"
speech,"Приветик, Светик!)))"
positive,воообщееее вот эта песня нулевых...сто процентов крутая
neutral,Вот ещё рубенсо-палеолетический набросок:)
negative,ну хули!!!!
negative,Веллитон подонок
positive,Максим да ты крут*) *-*
skip,"АААУУУ, ЭЭЭЙ, КУ КУУУ))))))))))"
speech,добрый вечер!
neutral,Сани привези
speech,С днём рождения! Желаю всех банальных благ и мощной силы воли.
positive,"Два 1 места, неплохо))"
neutral,Мистер Гафрикс!!)
neutral,платье с розочкой к продолжению троллинга от кежика
speech,"Спасибо, Викусь))"
positive,эх..люблю мандаринки=))
neutral,Проходим экватор))
neutral,Баю-баюшки-баю!!!
skip,Вчера была в магазине -увидела такую картину..Сидит парень у него на коленях девушка. Д: Ну назови меня как нибудь ласково... П: Ты моя курочка! Д: Почему курочка? П: Ты у меня на яйцах сидишь)
neutral,компроматик))
neutral,"Когда ты всё успеваешь?Заглянул,а ты уже был час назад?!"
neutral,"Привет.У тебя было так,что с игр вылетало,монитор(экран) выключался?"
skip,Виликии мастира арийскава бойа
positive,класс клип))
neutral,На паром:)
neutral,узнаешь?:))))) я сразу узнала)))
negative,"[id33538515|Денис], Смертная казнь — это месть, а не справедливость. Невозможно представить, чтобы люди рождались насильниками или террористами. Общество не имеет права мстить тем, кого само породило. То есть, сначала система воспитания выращивает моральных уродов, а потом система наказаний их убивает, чтобы скрыть несостоятельность всего общества.

Общество должно защищаться, изолировать себя от преступников (тюрьма), а смертную казнь приемлема, только в случае невозможности по другому изолировать (военное положение, революции)."
