label,text
skip,"Царство Небесной Патриарху Игнатию.  Я общался с ним всего два раза. Один раз  в Дамаске в этом марте - он показался мне предельно простым, очень добрым и очень мудрым человеком.  В его лице Ближний Восток и весь православный мир потерял выдающегося лидера, который сближал людей в это смутное для Сирии, Ливана и всего мира время"
skip,Мне тут такие вещи про тебя пишут.Я епт даже не знаю как тебе после этого верить.Я конечно понимаю всякие жизненные ситуации бывают но все равно не до такого же.Я бля не знаю даже как с тобой после этого общаться...Вот еще подробности выложили ну мне даже стыдно за тебя. Я даже не знаю как тебе сказать.у меня просто слов нету.Ну вобщем пошли это всем хорошим людям пусть испугаются
neutral,"Да, я такая. У меня тяжелый характер. Я люблю быть лидером. Я холерик и упертая как баран.
Меня легко взбесить и невозможно переубедить! 😜"
neutral,Чуваааааааак :D-Вова подонок всех подсадил ):D
positive,бляяяя это гениально!
skip,"И так ! Будем писать военно-морской роман с кровью и страстью и убийствами ну и любовью конечно.. и сексом тоже.. чего уж там скромничать ... я начинаю историю и каждый придумывает СВОЕГО перонажа ))
 
 ""Всех вздернуть на рее !!!"" Прокричал корейский капитан в одной руке была сабля, в другой он держал за волосы сразу две отрубленных башки.. мужская и женская... изначально он нес сразу 4... но те головы он выронил по дороге (так же М и Ж)... 
Капитана звали ""Злой Ю"" и его черная душа славилась своей жестокостью по всем морям и океанам..."
skip,"- Вот съел вчера арбуз и потом обосрался... 
 - А может, это не из-за арбуза? 
 - Я тоже сначала на персики грешил, но потом еще раз съел арбуз - и снова обосрался..."
speech,"Нынче и власти и массы с особым цинизмом паразитируют на гвардейской ленте. Даже название переиначили - духовные скрепы от этого, видимо, духовнее и крепче. Ленточно-показательный патриотизм раз в год - это не уважение, это массовая шиза. Праздник не про это. Праздник про то, как закончился кошмар одной из ужаснейших войн в истории. Не устраивайте танцев на могилах.

И вот вам старая, но как никогда актуальная песня. 
С Днём Победы вас! Мирного неба!"
neutral,"делать просто не чего:), коряво :D"
speech,"Да, вы – несовершенны!
Не женщиной, мужчиной создал Бог!
И до конца уж буду откровенной:
Созданья жальче он выдумать не мог…
Эгоцентричны, черствы и толстокожи,
Упрямы, что ослы, и подлецы,
С отвисшим пузом и опухшей рожей:
Вот ваш портрет,  и лицом чуть краше обезьяны,
Себя венцом творенья чтя
Хотите, чтоб падали у ваших ног все дамы
Безумно обожая и слепо вас любя.
И все ж… развесив уши и рты свои разинув,
Мы принимаем ваши обещания и лесть,

Скрепя сердца, мечты свои отринув,
Мы любим вас такими, как вы есть…
С 23 февраля)"
neutral,всех с ним
neutral,Закройте меня дома!
neutral,Этого и следовало ожидать! Выгуливают собак без намордников сплошь и рядом.
neutral,Я на Вокзальной!!!
skip,"Девушка должна делать своего парня
лучше, заботиться о нем, а не просить у
него сигарету, заставлять его ревновать и
бухать с ним вместе."
positive,"Блин, это правда невероятно эпично. Это драма. Глубокая. Жизненная драма."
negative,кого-то тянут за уши в 1/4 ...
neutral,"Как бы не было все хуево , никогда не останавливайся на пройденном пути."
negative,Ну и какого !&#$@ он не работает!?
skip,"""Кое-кто был убежден в том, что людям не стоило в свое время спускаться с деревьев. Некоторые шли дальше, и говорили, что и влезать-то на них было незачем..."""
positive,"Я, конечно, затрахался за эти три дня. Сделал все, кроме запланированного. Но, товарищи, это было классно..."
neutral,"Девочку легкого поведения (Гаин), из лап сутенерши, спасает наемный убийца (о чем она не догадывается). Когда он решает не втягивать ее в свои дела и оставляет с чемоданом денег на улице (на новую жизнь), она рассценивает это, как предательство с его стороны, не понимая, что он любит ее и пытается защитить.
Очень трогательное и качественное видео"
neutral,"тебя развеселит приезд ольги матисовой? или ты так же будешь спать до полудня и засыпать перед экраном компьютера? ответь мне честно,я хочу официальности"
positive,"мда ужжж 😆 
Яга, Яшка, Ягуар... мой волшебный нектар, ёб та 😆"
skip,мда ну я бля и зажгла вчера...)))
neutral,"""сломаем обстоятельства и заново построим дом,где много света..."""
negative,да пошел ты со своим мясом Сергей Анучин!!!
neutral,... Папа может колбаса... Куда катится этот мир? Что может мама? ... слишком много вопросов...
neutral,Сиреневые вызывают сомнения. Неужели пол Европы тащится от матюрок?
neutral,трупы иностранцев привезли в харьков и сейчас их спрячут
skip,"Темнота-друг молодёжи.
В темноте не видно рожи!!!
-Я люблю тебя...-я тоже...
-Я хочу тебя...-я тоже...
-Как зовут тебя?-Серёжа...
-ух ты б*я...меня ведь тоже..."
negative,"Прощай, друг. Пусть земля тебе будет пухом. RIP. 15 лет много для меня значили."
neutral,"""Священники носят в себе столь великую благодать, что если бы люди могли видеть славу этой благодати, то весь мир удивился бы ей, но Господь скрыл ее, чтобы служители Его не возгордились, но спасались в смирении... Великое лицо — иерей, служитель у Престола Божия. Кто оскорбляет его, тот оскорбляет Духа Святого, живущего в нем... Если бы люди видели, в какой славе служит священник, то упали бы от этого видения, и если бы сам священник видел себя, в какой небесной славе стоит он (совершает свое служение), то стал бы великим подвижником, чтобы ничем не оскорбить живущую в нем благодать Святого Духа"".

Преподобный Силуан Афонский"
neutral,"Вот ведь парадокс. Есть люди злые, но душевные и отзывчивые. А есть добрые - но никакущие совершенно. Теплые и мягкие. Как говно."
neutral,Тебе это ничего не напоминает?
neutral,"чувства не проходят , мы их просто не показываем..."
neutral,жызнь дaётся лиш один рaз и рeпeтировaть eё нeт врeмини. Люди нaдeтим нaдa зaдумaтся.
neutral,Сергеич не кисни. Я на Ямале задницу морозил. Щас домой еду. И у тебя будет праздник. Подожди.
skip,добрый вечер друзья................ (а хохлоридары идут нахуй)
neutral,"Себе доказывайте, близким, окружающим, стране, миру, черт вас дери, доказывайте! Кричите об этом! Пусть все знают, где вы и зачем вы! Не зарывайте это в себе! Это же счастье, глупенькие, знать,где вы, зачем вы и что вы. Без этого знания когда-то стирались с лица земли цивилизации, без понимания этой истины гибли страны, умирали люди…© ""Знак того, что мы есть"" jupiteria
просто иногда мои мысли мне нравятся, но только иногда."
neutral,"Какое-то странное ощущение, что весна где-то уже на пороге..."
skip,"– Не то, чтобы я бабник, но должен же меня кто-то в институт будить?"
neutral,"Боже, как же я готовлюсь к физике!!!!"
negative,Меня больше нет...
positive,бросил курить две недели назад!!!!!!!!
neutral,"Дома не спится никак, а на концертах в отрубе 😂😂"
positive,"Первый раз поиграл в лазертаг. Прикольная штука. С одной стороны плохо, что нет пролетающих мимо шариков, по которым можно понять, что по тебе стреляют, а главное откуда стреляют, но с другой стороны это даже хорошо, т.к. никаких синяков после игры не остаётся. 
Так же к плюсам можно отности отсутсвие запотевающей маски и возможности быть убитым тем, кого ты только что убил. Ну и конечно же не нужно платить за каждый выстрел, только за время игры.
Контактов никаких дать пока не могу, ибо ребята пока не проводят коммерческих игр :)"
negative,"Байден: Я посмотрел в глаза Путину и сказал ему, что души не увидел. 


мля, вот герой какой, не обосрался случаем?"
positive,"Если бы не ты, я бы так и не
узнал, что бывают настолько
сильные чувства."
positive,"Счастлев не потому, что она у меня есть, а потому что кроме нее уже некто не нужен!"
skip,"мужик заходит в хату, со своей посудой...
урки сразу с порога:
-чё со своей посудой???
тот говорит:
- дело было так. сижу на балконе, слышу кап-
кап, кап-кап, заглядываю в комнату. вижу
жена с ванны вышла идет к кровати. ложится
на кровать как звезда. думаю дай веду жене.
выхожу с балкона иду к жене...
подскальзываюсь.... и губами прям в пизду....
а она сладкая-сладкая....
урка с зади в авторитете:
- чё пиздишь.... пизда не сладкая, а соленая...
тот в ответ:
- вот из-за таких пидарасов я и хожу со своей
посудой..."
skip,"ххх: Мумии и Зомби - это одно и то же!
ууу: Да ладно? Мумии обмотаны бинтами!
ххх: Как хотят так и одеваются."
skip,В Память Домодедово...
negative,"Подросли свидомые щенята и никому жизни от них нет, а кто их так воспитал?"
neutral,никакой не Кристиныч!!
neutral,"Я не любви твоей прошу.
Она теперь в надёжном месте.
Поверь, что я твоей невесте
Ревнивых писем не пишу.
Но мудрые прими советы:
Дай ей читать мои стихи,
Дай ей хранить мои портреты,—
Ведь так любезны женихи!
А этим дурочкам нужней
Сознанье полное победы,
Чем дружбы светлые беседы
И память первых нежных дней...
Когда же счастия гроши
Ты проживешь с подругой милой
И для пресыщенной души
Всё станет сразу так постыло —
В мою торжественную ночь
Не приходи. Тебя не знаю.
И чем могла б тебе помочь?
От счастья я не исцеляю.

(Анна Ахматова)"
neutral,"Я был только тем, чего 
          Ты касалась ладонью. 
          Это ты, горяча, 
          Ошую, одесную 
          Раковину ушную 
          Мне творила, шепча. 
          Так творятся миры, 
          Так, сотворив, их часто 
          Оставляют вращаться, 
          Расточая дары."
neutral,"А внутри такое, от чего вообще невозможно отказаться!
Обещания его засушить в прошлом :))
Но сам аппаратик оставлю всё же!"
neutral,"Трудно говорить с человеком, которого давно не видел, но и молчать с ним нелегко. Особенно трудно, когда у тебя есть много чего ему сказать и ты не имеешь ни малейшего представления, как это сделать."
skip,И пошел он на х... И была  дорога его светла и  многолюдна...
neutral,Просто [id25751981|он] пил бухло.
neutral,мой пороль вконтакте ••••••••••••••
neutral,"И пусть завтра я наделаю кучу ошибок, безбожно нагрешу, пусть сердце вздрогнет от ужаса и восторга, пусть любовь жадно зарычит в хищном прыжке, пусть печаль взбунтуется ураганным ветром в лицо... Но над головой моей будет то небо, от которого я не хочу бежать."
skip,курлык ебать!
neutral,"Лен, что ж у тебя такого случилось, что даже плохой приметой стало???В любом случае-я здесь не причем,честноXD"
positive,Ура бля свет дали  !
neutral,"Если бухать, то чего мелочиться то....))"
neutral,ну как-то так...
skip,До Нового года осталось совсем мало. Я бы не хотел вступить к нему со старыми обидами.Поэтому я хочу попросить у тебя прощение за все плохое
positive,я скучаю!!!!
negative,"Люди на парах учатся, а я скучаю по Родине.."
neutral,Случай на войне
neutral,Сегодня ночью снился тот бой. Что-то #УвИ не отпускает
neutral,Люди берегите ноги!!!!
neutral,Саакашвили отказался от очень выгодного предложения ради поста губернатора в Одессе | Сводки и новости Новороссии
neutral,Карлики не дремлятъ
neutral,"Я не изменилась.
Просто вы никогда не знали меня."
neutral,"Кристофер Экклстон...
 
 ...сыграет главного злюку в ""Торе: Тёмный мир"".
 
 Ему досталась роль Малекита Проклятого — предводителя Тёмных Эльфов, живущих в Свартальфахеймe, одном из девяти миров."
negative,Бля... Ну зачем я это все делала? Не давайте мне больше пить!!!!!!
neutral,"Утром Алексей Долматов, известный по прозвищу Гуф,был найден убитым в подъезде своего дома.Соседи сообщают, что видели его таким не раз."
neutral,"Они как правило уходят не прощаясь,
Не прошептав своих последних слов,
Возможно в дальний путь не собираясь,
В ту дальнюю дорогу грёз и снов.

Еще вчера они нам мило улыбались,
Глаза их излучали яркий свет,
И как всегда, нас в гости дожидаясь,
Мечтали дать свой дружеский совет.

Они как все мы, очень жить хотели,
И каждый миг, им радость приносил,
Всё что хотели сделать не успели,
У них ещё так много было сил.

В какой-то миг, нить жизни оборвалась,
Им кто-то свыше указал свой срок,
Душа в смятении резко заметалась,
Что не успела нам сказать и пару слов.

Пускай они не с нами, мы их любим,
И вспоминаем радостные дни,
И наше сердце никогда их не забудет,
Как- будто где- то рядышком они."
positive,"На мой бесполезный и ничего в себе не несущий инстаграм подписался Alan, мать его, McGee, жизнь прожита не зря!!"
neutral,Город готов к весне. Света нет.
neutral,Не ссорьтесь ребята!кто сейчас в ссоре помиритесь срочно!сегодня ну никак нельзя.а завтра тем более
neutral,"так то нах, пацанелла)"
skip,"Если в жизни стало туго, посмотри на рожу друга, посмотри на это рыло - вспомни все, что с вами было"
speech,Жирный как дела?!
neutral,"оптимизация личного блага склоняет двигаться в сторону, противоположную максимизации блага...хех)"
neutral,"Все,опять меняй статус"
positive,"Мне очень тебя не хватает!!!♥♥♥♥♥ 
Скучаю за тобой очень сильно!!!♥♥♥♥"
skip,"- у тебя одни парни в
голове!
- у меня один, другие
обойдутся"
negative,"мне нормально, но не по вечерам."
skip,"Не знаете как признаться в любви? Думаете, что подарить любимому человеку? Подарите ему бесконечную..."
skip,"Меняю руку и сердце, на грудь и задницу"
negative,"Чем ""хороши"" нынешние события на Украине?

А тем, что потрясающее количество всяческой педерасни прекратило лепить на свои хари маски патриотов и прямо заявило о своей истинной гнилой сущности. Про всяких Просверленных и Крыловых можно уже и не упоминать, их антирусскость была очевидна всем, кто мог сложить два и два.

А вот и ещё один ""борец за народ"" смело и решительно совершил своеобразный каминг-аут.

/если кто не в курсе, ""камнг-аут"" - это публичное и добровольное (что особенно важно) признание в особых сексуальных склонностях среди американских педерастов/

"
neutral,будь сложнее и люди к тебе потянутся..
positive,"идите на хуй, буду собакой, охуенной собакой =)"
neutral,"Я не ленивая, я - энергосберегающая."
neutral,Девяностые...
negative,"ахахах
кур, это девочка с которой он танцевал на шоу шведском Let's dance
выгнали их! :(
до финала неделя осталась! 
4 место! :(
думала, развеееевусь, как последняя сволочь)"
skip,"Пока ты не замужем, весь мир как шведский стол! 
""Секс в большом городе"""
neutral,"Все части чудаков меньше, чем за 24 часа, опасно для здоровья!"
neutral,На Украине станут жестче наказывать за надругательство над государственными символами
skip,"Валуйскаяяяяяяяяяяяяя, прости меняяяяяяяя! Ты знаешь, как я этого не хотела, но Котька едет ко мне с шампанским. И я не в силах остановить это. Короче к 11-00 буду как штык. Надеюсь:)"
neutral,Знакомо...
negative,"Хотя да...кого я спрашиваю...ты ответишь только тогда когда тебе что нибудь будет надо...
Буду делать также..."
neutral,"Зря сняли Красножана. Локомотив без него в призеры не попадет, а договорной был матч с Анжи или нет еще не известно. Хотя, конечно, причиной отставки могут быть совершенно другие причины, а это лишь формальный повод."
neutral,так вот оно что со мной такое...
neutral,В результате стирки медведь с функцией смеяния обрёл свободную волю. И теперь ухохатывается когда ему заблагорассудится. Как его приструнить?
skip,"Ах, как же я давно не был на Родине. Вкус Брестского пива так и напоминает школьные годы."
neutral,"вот это, наверное? 
 

вроде бы не приняли поправки в конце концов."
skip,"Те, кто говорят «Все парни
одинаковые» - были бы вы
порядочными девушками,
всех парней бы не знали."
skip,Он просто ангел во плоти попавший не туда. (Инна Аракелян)
neutral,"Никогда, ни за что, ни в коем случае не торопитесь с выводами. Ведь все может быть не так, как ты думал."
neutral,"Снился сон, в котором я много плакал. Даже не знаю к чему бы это. Кто-то знает — просветите."
negative,допавь пляха муха!
negative,Кое-кто соскучился за жирной пи*дюлиной !!!💀 
neutral,Спецслужбам России и Украины удалось предотвратить покушение на Владимира Путина
neutral,Милота! Мне реально страшно!
positive,"Дурной напрочь, но всё же,мой родной братик *"
neutral,"Если в жизни стало туго,посмотри на рожу друга,посмотри на это рыло-вспомни всё,что с вами было!"
negative,Нет.Нет.Нет.Нет.Нет.Нет.Нет.Нет.Не надо.Пожалуйста. Только не это.Нетнетнет.
skip,"Может и корпус делать по Фибоначи , Приют Фибоначи его назовем... Залазиешь в горы а там рулон туалетной бумаге по золотому сечению с формулами великих математиков, причем на нем разрешенно оставлять всякий вандализм и граффити, писать здесь был Петя или что то вроде этого... Штука очень бюджетная и при этом эффектная..."
neutral,"Зима, не уходи.. задержись подольше.."
positive,"Доченька,как же быстро летит время,тебе уже 3 года!!!"
positive,"«Твои» люди остаются с тобой, как бы ты ни ныл, каким бы ором ни орал, куда бы ни пропадал.Они просто есть, они рады тебе открыть дверь, протянуть руки, зделать бутерброд ... ахаххах*"
neutral,"всё равно у каждого из нас 
этим летом случится что-то незабываемое"
skip,Настоящее безумие
neutral,блядь этой песне лет сто уже)
neutral,"Очень странно что многие курильщики этого не знают,и на почве этого приходится с ними конфликтовать.
#ЗОЖ #курение"
neutral,"Я перевожу (адаптировано к рус. языку): Я люблю славу, но мне не нравится, когда меня останавливают на улице ради фоток, в то время как я просто пытаюсь расслабиться со своей девочкой. Но если бы я мог вернуть все назад, честно, я бы скорее всего вернул. Однако сейчас уже слишком поздно, так что буду извлекать из этого выгоду. Было бы глупо просто удалить все (имеется ввиду все видосы, все фотки, все фан страницы), люди все равно будут знать кто я есть.

Это он писал за 2 месяца до смерти. Короче сук еще 1 факт зиза спалили в 2012 на тусе ща видео скину"
neutral,"Фиалки к твоим услугам,
и плащ с одиноких плеч;
мы ляжем лицом друг к другу 
и между положим меч.

Как братья, близки по духу,
разлучники по судьбе;
мы ляжем лицом друг к другу,
друг друга узнав в себе.

Ты робко протянешь руку
с мольбою в глазах:согрей.
Мы ляжем лицом друг к другу,
и между положим грех.

И ангелы белым кругом
нас благословят с небес;
мы ляжем лицом друг к другу,
друг друга познав в себе.

И, приняв земную муку,
за всех помолясь окрест,
мы ляжем лицом друг к другу
и между положим крест.

Когда же, мечтой поруган,
вернется священный меч;
не к небу, лицом друг к другу
нас вместе положит смерть."
negative,"как научиться радоваться.просто радоваться.все время плачу,кажется,что все плохо.что все злые,ни кто не понимает.срываюсь на близких.загнала себя в темный угол и не хочу выходить.посоветуйте,может литературу какую то почитать"
skip,"я надеюсь, что где-то под этим хламом есть ты..и именно тебя ДЕД МОРОЗ принесет мне под елку**и я тебя убью..за то, что ты заставила меня скучать за тобой, бросила меня сучка...))))*****"
skip,"- Люди, помогите
мне! Я не ел три дня. Мне не продают еду
в магазинах. Вчера в киоске мне не продали
жвачку. Я не могу проехать в общественном
транспорте - мне не продают билетик.
Люди, хоть кто-нибудь... разменяйте
пятитысячную купюру, пожалуйста!"
skip,"понятно бля...я братка макухи, кто обидит...пиздец всем!!!)))"
skip,"— Девушка, простите, Вы откуда? — Га? — А, понятно, с Украины. — Шо? — Из Харькова. — ШО бля! — С ХТЗ.♥"
positive,"ахаха, а правда, почему бы и нет?"
skip,"Когда не хочешь, то имеешь...имеешь это, не ценя... Когда теряешь,понимаешь - без этого уже нельзя... Очнувшись поздно, ты жалеешь... жалеешь, что не замечал... Цени же то, что ты имеешь... Люби, пока не потерял.."
neutral,"Ближе к природе, подальше от безумной суеты...!"
neutral,наконец жизнь стала в свое русло. Когда все похуй!!!
neutral,"Адская смесь чистых помыслов, светлых откровений, грязных мыслей, нежности и лунного настроения. Остальное по вкусу."
negative,. все я короче уже ахуевший все болыть)
negative,"Не знал, что чья то игра на флейте может так раздражать. Кто то играет во дворе. Целый день, каждый день, уже очень давно. Сто лет прошло, кажется."
negative,Как забыли меня так и не вспоминайте больше.
skip,"Где небес лазурь разрывает сердца
И свинцовым льдом остаётся в глазах
Утро звёздную пыль выжигает до тла
Там, где Русь в моё сердце смотрит всегда"
skip,"- Слыхал, буржуи-то на нашу себяшку ""selfie"" сказали?
- Поубивал бы нехристей!"
negative,"Неправильно, ебаные волки! Широкую на широкую делайте!!!"
negative,"www.korol-i-shut.ru/concerts/ - даже в Петрозаводск приедут (!!!!) 
а к нам - хер("
neutral,скоро ссесия..... :D
neutral,"Каждый раз,когда в мою голову залазят мысли,типо"" А зачем мы живем!?""или еще что-то в этом роде,я подхожу к зеркалу ,смотрю ....,и все сразу проходит...."
negative,"Жуткие зайцы на детских праздниках)) Какой по вашему самый жуткий?)) .....блять, это просто пиздец)))))"
negative,вот нафига оно им надо
positive,"Как же я хочу снег, большой капучино, уютную кафешку, хочу что бы люди перестали жаловаться и переживать, хочу сходить в кино на нон-стоп, хочу жить не задумываясь, радоваться, хочу что бы темы разговоров были совсем другими. Надоели мне ""взрослые"" эти проблемы. херня это всё какая-то.
P.S.  а да и фиг с ним,пусть побудет пока здесь"
neutral,"Достаточно лишь уехать в другой город, что бы понять сколько у тебя на самом деле друзей."
neutral,не будите меня сегодня ... сам проснусь....наверно.... ну пжалуста...
neutral,"Вот так сидишь,смотришь фотки,листаешь стену,слушаешь музыку,а внутри сжимается как-то всё и хочется крикнуть- ""Эге-гей,хлопцы!"""
positive,Очень скучаю (^_^)
neutral,"Ируся, ничего не напоминает?"
neutral,весь день под компом ааа
neutral,ult же пиршество?
negative,"Тётя пограничница на паспортом контроле почему то спросила сколько мне лет, а затем - кто я по знаку зодиака.... неужели ФСБ и это в базу записывает..... разрыв не хуже вчерашних многочисленных предложений отведать кокаина, гашиша, марихуаны и травы  на центральных улицах Лиссабона с демонстрацией товара (в темных переулка наркоторговцев нет)....це Европа..."
neutral,Ну вот и все.... Пролетела моя служба... Остались считанные часы!!! 😉
skip,"Если тебе трудно, по(В)едай о (С)воих б(Е)дах те (М), кто рядом - и ты 
(П)оймешь, чт(О) в мире много (Х)ороших и ч(У)тких люде(Й)"
neutral,"Все смотрят евро? я лично из душа пулей вылетела,когда узнала,что скоро бабки :)"
negative,уепки. там на пустырях сносят. а точечную застройку устраивают
neutral,"интересно, фейк или пора собирать рюкзачок параноика"
skip,",,щикарно сказано ахаха,,

ВК - не жизнь.
СП - не чувства. 
ВК - НЕ ЖИЗНЬ? НУНУ БЛЯТЬ. ТУТ ТЫ НАХОДИШЬ ЗАЕБАТЫХ ДРУЗЕЙ, ПОДРУГ. КОТОРЫМ МОЖЕШЬ ВСЁВСЁВСЁ АБСОЛЮТНО ВСЁ РАССКАЗАТЬ И УВЕРЕНА ЧТО ОНИ НЕ ПРЕДАДУТ. 
СП - НЕ ЧУВСТВА? ДАА БЛЯТЬ. ТЫ ЛЮБИШЬ ДУШУ ЧЕЛОВЕКА ДА И ЕГО САМОГО. ТУТ МОЖНО ТАК ВЛЮБИТСЯ ЧТО БЕЖАТЬ КАК ЕБЛАНКЕ К КОМПУ И ЖДАТЬ ИМЕННО ЕГО ОНЛАЙН, А ПОТОМ ОБЩАТЬСЯ О ВСЯКОЙ ПОЕБЕНИ. ГЛАВНОЕ ЧТО С НИМ. ОБИЖАТЬСЯ, МИРИТСЯ. БЫТЬ РЕАЛЬНО СЧАСТЛИВОЙ. ТУТ АБСОЛЮТНО ПОХУЙ НА ВНЕШНОСТЬ, ТЫ ЧУВСТВУЕШЬ ЧЕЛОВЕКА КАК СЕБЯ, ЭТО ЕЩЁ КАКИЕ ЧУВСТВА. НЕХУЙ ХУЙНЮ МОЛОТЬ."
skip,"не так страшно идти ночью по кладбищу, как чихнуть в пустом доме и услышать ""будь здорова!"""
negative,"Явка даже до 20% не дотянула... пшшшш... Блогеры-хуегеры, гражданское общество... кхххрррр-тьфу!
Фотографии, блин с митингов они выкладывали, да в твиттер писали.

Против завода они... ага.

14% избирателей определили нового мэра на следующие 5 лет. 

Аминь."
positive,"всё,что было,то прошло!
и пусть эти мрази сдохнут от зависти,что тперь он рисует только на моей стене!!!:)"
skip,"Женская логика уникальна:
— Почему вы опоздали?
— Поздно вышла из дома.
— А раньше нельзя было выйти?
— А уже поздно было раньше выходить."
neutral,"Люди говорят, что ты изменился, когда ты просто перестал вести себя, как им хочется"
negative,"Эх, жаль, что ни черта не жизненно для меня, но я верю, что когда нибудь она воплотится в жизнь..."
neutral,"Представьте себе, что существует банк, который переводит вам каждое утро сумму в 86 400$.

Сумма, оставшаяся от этой суммы после дневных трат, не переходит в счёт следующего дня. Ночью счёт обнуляется. Что бы вы делали с деньгами? «Старались растратить всё до последней копейки,» — подумаете вы.

У каждого из нас есть такой банк. И имя этому банку — время.

Каждое утро нам предоставляется кредит в 86 400 секунд. Каждую ночь счёт обнуляется. Остаток не идёт в счёт следующего дня. Нет минуса на счету. Каждый день начинает новый отсчёт.
Мы обязаны жить настоящим в счёт того времени, которое выделено нам в данный день."
skip,"Yлыδkα нα моём лuце не ознαчαеm оmсymсmвuе nρoδлem — эmо сnосоδносmь δыmь счасmлuвоŭ, несмоmρя нu нα чmо..."
positive,Я скучаю !!!
positive,Такой-то прогноз погоды. Да это же ДЕВЯТЬ ИЗ ДЕВЯТИ.
neutral,"За всю историю на свет родилось около 110 миллиардов человек. И ни один из них не избежал смерти. На земле сейчас 6 миллиардов 800 миллионов человек. Каждый год умирает около 60 миллионов. 60 миллионов…то есть примерно 160 тысяч в день. В детстве я прочитал фразу: «Мы живем в одиночку и умираем в одиночку, всё остальное иллюзия». Я не спал тогда всю ночь. Мы все умираем в одиночку. Так зачем же тратить жизнь на работу, усилия, борьбу? Ради иллюзий? Ведь ни друзья, ни девушки, ни спряжение глаголов, не извлечение квадратного корня и гипотенузы не поможет мне избежать своей участи. Я знаю, как лучше потратить своё время."
negative,Вчера был на границе Харьковской и Белгородской обл. картина не айс бегут людишки с укры
skip,"14-летняя Света, чтобы привлечь внимания старшеклассника Кости, съела перед ним живого голубя, хотя достаточно было грудь показать."
neutral,"Люди!!!!!!Кому нужен котёнок серого цвета,пушистый.Ему 7 месяцев.Очень добрый и игривый.К лотку приучен,и ходит в туалет только туда.Кушает всё то что и мы.Очень жалко отдавать,но у ребёнка выявили аллергию на котов.И теперь вот не знаю что делать!!!!!!((((("
neutral,Позвони мне ради Бога😄📱📞☎️
neutral,"И ещё мне кажется, что было бы здорово, если бы порядочный еврей не работал в воскресение, а порядочный русский не работал бы в понедельник. Но это уже лирика)"
positive,Любила....Ревела....Чего-то ждала...Послала...Забыла... И счастлива я
neutral,"Любые санкции только сплачивают народы России. И чем они строже, тем больше единение."
neutral,сны про зомби начинают приобретать черты патологии.
positive,я не знаю что это!!но это ппц!ахахахаха
negative,хм... как я докатился до такой жизни?
negative,"Девочки нихуя им не нужен ваш внутренний мир, так что учитесь сосать и готовить."
skip,"Я всего лишь слабая женщина,
Терпеливо тебя ожидавшая.
Согревала ночи холодные,
И отсутствие ласки прощавшая.

Я ведь только слабая женщина.
И душа моя хрупкая, нежная.
Почему же встречается холодом
Моя нежность вьюгою снежною?

Знаешь, я слабая женщина.
И в любви своей очень ранимая.
Ожидание кажется вечностью,
Где не слышу я слова ""Любимая""

Береги меня, слабую женщину,
Коль любовь моя всё-таки значима.
Не хочу, чтобы на ожидания
Была попусту жизнь да растрачена."
