"Words";"mean";"dispersion";"average rate";
"нерушимый";"1,28571428571429";"0,451753951452626";"1";
"неряшливый";"-1";"0,471404520791032";"-1";
"несамостоятельный";"-0,666666666666667";"0,471404520791032";"-1";
"несанкционированный";"-1";"0";"-1";
"несбалансированный";"-1";"0";"-1";
"несбывшийся";"-1";"0";"-1";
"несбыточный";"-1,33333333333333";"0,471404520791032";"-1";
"несвойственный";"-0,333333333333333";"0,471404520791032";"0";
"несговорчивый";"-0,333333333333333";"0,471404520791032";"0";
"несдержанный";"-1";"0";"-1";
"несексуальный";"-0,666666666666667";"0,471404520791032";"-1";
"несерьезный";"-0,666666666666667";"0,471404520791032";"-1";
"несимметричный";"-0,571428571428571";"0,728431359084684";"-1";
"несимпатичный";"-0,777777777777778";"0,415739709641549";"-1";
"несистемный";"-0,666666666666667";"0,471404520791032";"-1";
"несказанный";"1";"1,4142135623731";"1";
"нескончаемый";"-0,111111111111111";"0,87488976377909";"0";
"нескромный";"-0,666666666666667";"0,471404520791032";"-1";
"нескучный";"0,333333333333333";"0,471404520791032";"0";
"несложно";"0,666666666666667";"0,471404520791032";"1";
"несложный";"0,333333333333333";"0,471404520791032";"0";
"несломленный";"1,33333333333333";"0,471404520791032";"1";
"неслыханный";"0";"0,816496580927726";"0";
"неслышный";"0";"0";"0";
"несметный";"0,666666666666667";"0,942809041582063";"1";
"несмываемый";"-1";"0,816496580927726";"-1";
"несовершеннолетний";"-0,333333333333333";"0,471404520791032";"0";
"несовершенный";"-0,666666666666667";"0,471404520791032";"-1";
"несовершенство";"-0,333333333333333";"0,471404520791032";"0";
"несовместимый";"-1";"0";"-1";
"несовременный";"-1";"0";"-1";
"несогласный";"-1";"0,816496580927726";"-1";
"несогласованный";"-0,444444444444444";"0,496903994999953";"0";
"несознательный";"-0,75";"0,433012701892219";"-1";
"несокрушимый";"1";"0,816496580927726";"1";
"несомненный";"0,666666666666667";"0,471404520791032";"1";
"несоответствие";"-0,75";"0,433012701892219";"-1";
"несостоявшийся";"0";"0";"0";
"несостоятельность";"-1,33333333333333";"0,471404520791032";"-1";
"неспешность";"0,333333333333333";"0,471404520791032";"0";
"неспешный";"0";"0";"0";
"неспокойный";"-0,857142857142857";"0,349927106111883";"-1";
"неспособность";"-1,33333333333333";"0,471404520791032";"-1";
"неспособный";"-0,75";"0,433012701892219";"-1";
"несправедливо";"-1,5";"0,5";"-2";
"несравненный";"0,666666666666667";"0,666666666666667";"1";
"несравнимый";"0,333333333333333";"0,471404520791032";"0";
"нестабильность";"-0,777777777777778";"0,415739709641549";"-1";
"нестабильный";"-1";"0";"-1";
"нестандартный";"0,666666666666667";"0,471404520791032";"1";
"нестареющий";"0,75";"0,433012701892219";"1";
"нестерпимый";"-1,33333333333333";"0,471404520791032";"-1";
"несуразность";"-1";"0";"-1";
"несуществующий";"0";"0,816496580927726";"0";
"несчастие";"-1,66666666666667";"0,471404520791032";"-2";
"несчастливый";"-2";"0";"-2";
"несчетный";"-0,5";"0,957427107756338";"0";
"несъедобный";"-1";"0,816496580927726";"-1";
"нетерпеливый";"-0,666666666666667";"0,471404520791032";"-1";
"нетерпение";"-0,666666666666667";"0,471404520791032";"-1";
"нетленный";"0";"0,816496580927726";"0";
"неторопливый";"0,25";"0,82915619758885";"0";
"неточность";"-1";"0";"-1";
"неточный";"-1";"0,816496580927726";"-1";
"нетрадиционный";"-0,222222222222222";"0,415739709641549";"0";
"нетрезвый";"-0,666666666666667";"0,471404520791032";"-1";
"нетривиальный";"0";"0,816496580927726";"0";
"нетронутый";"0,333333333333333";"0,471404520791032";"0";
"нетрудно";"0,333333333333333";"0,471404520791032";"0";
"нетрудный";"-0,333333333333333";"0,471404520791032";"0";
"нетрудоспособный";"-0,333333333333333";"0,471404520791032";"0";
"неубедительный";"-1,33333333333333";"0,471404520791032";"-1";
"неуважение";"-0,833333333333333";"0,687184270936277";"-1";
"неуважительный";"-1,5";"0,5";"-2";
"неуверенный";"-1";"0";"-1";
"неувязка";"-1";"0";"-1";
"неугасимый";"0,333333333333333";"0,471404520791032";"0";
"неугодный";"-1,33333333333333";"0,471404520791032";"-1";
"неугомонный";"-1";"0,816496580927726";"-1";
"неудавшийся";"-1,25";"0,433012701892219";"-1";
"неудача";"-1";"0";"-1";
"неудачливый";"-1,33333333333333";"0,471404520791032";"-1";
"неудачный";"-1,66666666666667";"0,471404520791032";"-2";
"неудержимый";"-0,333333333333333";"1,24721912892465";"0";
"неудобно";"-1,33333333333333";"0,471404520791032";"-1";
"неудобный";"-1";"0";"-1";
"неудовлетворенный";"-0,833333333333333";"0,687184270936277";"-1";
"неудовлетворительный";"-1";"0,816496580927726";"-1";
"неуемный";"-1,22222222222222";"0,628539361054709";"-1";
"неуклонный";"-0,5";"0,5";"0";
"неукротимый";"0,333333333333333";"0,816496580927726";"0";
"неуловимый";"-0,333333333333333";"0,942809041582063";"0";
"неумение";"-1";"0";"-1";
"неумеренный";"-1";"0";"-1";
"неуместный";"-1";"0";"-1";
"неумный";"-1";"0";"-1";
"неумолимый";"0";"0,894427190999916";"0";
"неунывающий";"1,66666666666667";"0,471404520791032";"2";
"неуплата";"-0,571428571428571";"0,494871659305394";"-1";
"неуплаченный";"-1";"0,816496580927726";"-1";
"неуправляемый";"-0,666666666666667";"0,666666666666667";"-1";
"неуравновешенный";"-1,33333333333333";"0,471404520791032";"-1";
"неуспешный";"-1";"0";"-1";
"неустанный";"0,666666666666667";"0,816496580927726";"1";
"неутешительный";"-1";"0";"-1";
"неутомимый";"0,666666666666667";"0,471404520791032";"1";
"неухоженный";"-1,33333333333333";"0,471404520791032";"-1";
"неуютный";"-1,66666666666667";"0,471404520791032";"-2";
"неуязвимый";"0,666666666666667";"0,471404520791032";"1";
"неформальный";"0";"0";"0";
"нефтегазовый";"-0,444444444444444";"0,496903994999953";"0";
"нефтедобывающий";"0";"0";"0";
"нефтедобыча";"0";"0";"0";
"нефтеперерабатывающий";"0";"0";"0";
"нефтепровод";"0";"0";"0";
"нефтепродукт";"-0,2";"0,4";"0";
"нефтеюганск";"0";"0";"0";
"нефть";"0";"0,471404520791032";"0";
"нефтяной";"0";"0";"0";
"нехарактерный";"-0,333333333333333";"0,471404520791032";"0";
"нехитрый";"-0,333333333333333";"0,471404520791032";"0";
"нехороший";"-1";"0,816496580927726";"-1";
"нехотя";"-0,833333333333333";"0,372677996249965";"-1";
"нецелесообразный";"-0,333333333333333";"0,471404520791032";"0";
"нецензурный";"-1";"0";"-1";
"нецивилизованный";"-1,6";"0,489897948556636";"-2";
"нечастый";"0";"0";"0";
"нечеловеческий";"-1,66666666666667";"0,471404520791032";"-2";
"нечестивый";"-1,33333333333333";"0,471404520791032";"-1";
"нечестно";"-1";"0,816496580927726";"-1";
"нечестный";"-1,44444444444444";"0,496903994999953";"-1";
"нечистый";"-1";"0,816496580927726";"-1";
"нечисть";"-1";"0";"-1";
"нечувствительный";"-0,333333333333333";"0,471404520791032";"0";
"нешуточный";"-0,222222222222222";"0,785674201318386";"0";
"нещадный";"-1,33333333333333";"0,471404520791032";"-1";
"неэтичный";"-1,33333333333333";"0,471404520791032";"-1";
"неэффективность";"-1";"0";"-1";
"неэффективный";"-1";"0";"-1";
"неявный";"-0,666666666666667";"0,471404520791032";"-1";
"неясно";"-1";"0";"-1";
"неясный";"-0,5";"0,5";"0";
"нигде";"-0,333333333333333";"0,471404520791032";"0";
"нигерийский";"0";"0";"0";
"нигерия";"0";"0";"0";
"нидерланды";"0";"0";"0";
"нижегородец";"0";"0";"0";
"нижегородский";"0";"0";"0";
"нижневартовск";"0";"0";"0";
"нижний";"0";"0";"0";
"низкий";"-0,833333333333333";"0,687184270936277";"-1";
"низкокачественный";"-1";"0";"-1";
"низкооплачиваемый";"-0,777777777777778";"0,785674201318386";"-1";
"низкопробный";"-1";"0";"-1";
"низменный";"-0,333333333333333";"0,471404520791032";"0";
"никакой";"-0,666666666666667";"0,471404520791032";"-1";
"никарагуа";"0";"0";"0";
"николаев";"0";"0";"0";
"никудышный";"-2";"0";"-2";
"нирвана";"1,22222222222222";"0,785674201318386";"1";
"нисколько";"-0,333333333333333";"0,471404520791032";"0";
"ничтожество";"-1,66666666666667";"0,471404520791032";"-2";
"ничтожный";"-2";"0";"-2";
"нищета";"-1,33333333333333";"0,471404520791032";"-1";
"нко";"0";"0";"0";
"нобелевский";"0";"0";"0";
"новатор";"0";"0";"0";
"новаторский";"1";"0";"1";
"новгород";"0";"0";"0";
"новгородский";"0";"0";"0";
"новинка";"0,333333333333333";"0,471404520791032";"0";
"новобранец";"-0,333333333333333";"0,471404520791032";"0";
"нововведение";"0,666666666666667";"0,942809041582063";"1";
"новодворская";"-0,333333333333333";"0,471404520791032";"0";
"новозеландский";"0";"0";"0";
"новокузнецкий";"0";"0";"0";
"новомодный";"0,666666666666667";"0,471404520791032";"1";
"новороссийск";"0";"0";"0";
"новость";"0";"0,471404520791032";"0";
"новшество";"0,333333333333333";"0,471404520791032";"0";
"ногинск";"0";"0";"0";
"ножевой";"0";"0";"0";
"номенклатура";"0";"0";"0";
"номерной";"0";"0";"0";
"номинальный";"0";"0";"0";
"норвегия";"0";"0";"0";
"норвежский";"0";"0";"0";
"нормально";"0,333333333333333";"0,471404520791032";"0";
"нормальный";"0,333333333333333";"0,471404520791032";"0";
"норматив";"0,166666666666667";"0,372677996249965";"0";
"нормативный";"0,666666666666667";"0,942809041582063";"1";
"норовить";"0";"0";"0";
"носитель";"0";"0";"0";
"нотариус";"0";"0";"0";
"ношение";"-0,333333333333333";"0,471404520791032";"0";
"ноябрь";"0";"0";"0";
"нрав";"0";"0";"0";
"нравиться";"1";"0";"1";
"нравоучительный";"0,333333333333333";"0,471404520791032";"0";
"нравственность";"0,777777777777778";"0,628539361054709";"1";
"нравственный";"0,333333333333333";"0,471404520791032";"0";
"нсдап";"0";"0";"0";
"нтв";"0";"0";"0";
"нудный";"-1";"0";"-1";
"нужный";"0,6";"0,489897948556636";"1";
"нулевой";"0";"0,816496580927726";"0";
"нытье";"-1";"0";"-1";
"нью-джерси";"0";"0";"0";
"нью-йорк";"0";"0";"0";
"нью-йоркский";"0";"0";"0";
"нью-мексико";"0";"0";"0";
"нэп";"-0,333333333333333";"0,471404520791032";"0";
"нюрнберг";"0";"0";"0";
"нюрнбергский";"0";"0";"0";
"обама";"0";"0";"0";
"обанкротиться";"-1,4";"0,489897948556636";"-1";
"обаятельный";"1";"0,816496580927726";"1";
"обвал";"-1,33333333333333";"0,471404520791032";"-1";
"обвальный";"-1,42857142857143";"0,494871659305394";"-1";
"обвинение";"-0,75";"0,433012701892219";"-1";
"обвинительный";"-1";"0";"-1";
"обвинять";"-1";"0,632455532033676";"-1";
"обворовывать";"-1,33333333333333";"0,471404520791032";"-1";
"обгон";"0";"0";"0";
"обгорелый";"-1,66666666666667";"0,471404520791032";"-2";
"обед";"0,333333333333333";"0,471404520791032";"0";
"обезболивать";"0";"0";"0";
"обезвреживать";"0,833333333333333";"0,687184270936277";"1";
"обезопасить";"0,75";"0,433012701892219";"1";
"обертываться";"0";"0";"0";
"обеспечение";"1";"0,816496580927726";"1";
"обеспечивать";"0";"0";"0";
"обеспокоенность";"-0,666666666666667";"0,471404520791032";"-1";
"обеспокоить";"-0,666666666666667";"0,471404520791032";"-1";
"обетованный";"0,333333333333333";"0,471404520791032";"0";
"обещание";"0,222222222222222";"0,628539361054709";"0";
"обещать";"0";"0";"0";
"обжалование";"-0,333333333333333";"0,471404520791032";"0";
"обжаловать";"-0,333333333333333";"0,471404520791032";"0";
"обида";"-0,666666666666667";"0,471404520791032";"-1";
"обидчик";"-0,888888888888889";"0,314269680527355";"-1";
"обижать";"-1,33333333333333";"0,471404520791032";"-1";
"обильный";"0,75";"0,433012701892219";"1";
"обкладывать";"-1";"0,816496580927726";"-1";
"облагаться";"0,166666666666667";"0,372677996249965";"0";
"обладатель";"0,333333333333333";"0,471404520791032";"0";
"областной";"0";"0";"0";
"область";"0";"0";"0";
"облегчать";"0,666666666666667";"0,471404520791032";"1";
"облегчение";"0,6";"0,489897948556636";"1";
"облезлый";"-1,66666666666667";"0,471404520791032";"-2";
"облигация";"0";"0";"0";
"облучение";"-0,333333333333333";"0,471404520791032";"0";
"обманывать";"-1,4";"0,489897948556636";"-1";
"обменивать";"0";"0";"0";
"обмениваться";"0,142857142857143";"0,349927106111883";"0";
"обналичивать";"0";"0";"0";
"обнародоваться";"0";"0";"0";
"обнаружение";"0,333333333333333";"0,471404520791032";"0";
"обнаруживать";"0";"0";"0";
"обнаруживаться";"0";"0";"0";
"обновление";"0";"0";"0";
"обновлять";"0,5";"0,5";"0";
"обогатительный";"0,25";"0,433012701892219";"0";
"обогащение";"0,333333333333333";"1,69967317119759";"0";
"обожать";"1,33333333333333";"0,471404520791032";"1";
"обозначать";"0";"0";"0";
"оболочка";"0";"0";"0";
"оборона";"1";"0,816496580927726";"1";
"оборонительный";"0";"0";"0";
"обороняться";"0,333333333333333";"0,942809041582063";"0";
"оборудование";"0";"0";"0";
"оборудовать";"0,333333333333333";"0,471404520791032";"0";
"обоснованный";"0,333333333333333";"0,471404520791032";"0";
"обосновываться";"0,333333333333333";"0,74535599249993";"0";
"обострение";"-1";"0";"-1";
"обостряться";"-0,833333333333333";"0,687184270936277";"-1";
"обочина";"0";"0";"0";
"обоюдный";"-0,25";"1,08972473588517";"0";
"обрабатывать";"0";"0";"0";
"обрадовать";"1,33333333333333";"0,471404520791032";"1";
"обрадоваться";"0,333333333333333";"1,69967317119759";"0";
"образ";"0";"0";"0";
"образец";"0,4";"0,489897948556636";"0";
"образование";"0";"0";"0";
"образовательный";"0,666666666666667";"0,471404520791032";"1";
"образовываться";"-0,25";"0,433012701892219";"0";
"обращать";"0";"0";"0";
"обращение";"0";"0";"0";
"обрезание";"-0,333333333333333";"0,471404520791032";"0";
"обременительный";"-0,888888888888889";"0,566557723732532";"-1";
"обретать";"0,444444444444444";"0,684934889218775";"0";
"обретение";"0,777777777777778";"0,628539361054709";"1";
"обрушение";"-1";"0,632455532033676";"-1";
"обрушивать";"-1";"0,816496580927726";"-1";
"обрушиваться";"-1,2";"0,748331477354788";"-1";
"обрывать";"-0,666666666666667";"0,471404520791032";"-1";
"обследование";"0";"0";"0";
"обслуживание";"0";"0";"0";
"обслуживать";"-0,333333333333333";"0,471404520791032";"0";
"обстоятельный";"1,33333333333333";"0,471404520791032";"1";
"обстоятельство";"0";"0";"0";
"обстоять";"0";"0";"0";
"обстрел";"-0,666666666666667";"0,942809041582063";"-1";
"обстреливать";"-0,833333333333333";"0,687184270936277";"-1";
"обсуждать";"0";"0";"0";
"обсуждаться";"0";"0";"0";
"обсуждение";"-0,25";"0,433012701892219";"0";
"обсценный";"-0,666666666666667";"0,471404520791032";"-1";
"обучать";"0,333333333333333";"0,471404520791032";"0";
"обучаться";"0,2";"0,4";"0";
"обучение";"1";"0,816496580927726";"1";
"обходительный";"1,16666666666667";"0,372677996249965";"1";
"обширный";"0";"0";"0";
"общегражданский";"0";"0";"0";
"общеевропейский";"-0,333333333333333";"0,471404520791032";"0";
"общеизвестный";"0,333333333333333";"0,666666666666667";"0";
"общемировой";"0,666666666666667";"0,816496580927726";"1";
"общенародный";"0,333333333333333";"0,471404520791032";"0";
"общение";"0";"0";"0";
"общеполитический";"0";"0";"0";
"общепризнанный";"0,333333333333333";"0,471404520791032";"0";
"общепринятый";"0";"0";"0";
"общероссийский";"0";"0";"0";
"общественно-политический";"0";"0,471404520791032";"0";
"общественность";"0,111111111111111";"0,314269680527354";"0";
"общественный";"0";"0";"0";
"общество";"0";"0";"0";
"общечеловеческий";"0,625";"0,484122918275927";"1";
"общий";"0";"0";"0";
"общительный";"0,666666666666667";"0,471404520791032";"1";
"общность";"0";"0";"0";
"объедать";"-1,33333333333333";"0,471404520791032";"-1";
"объединение";"0";"0";"0";
"объединительный";"0,444444444444444";"0,496903994999953";"0";
"объединять";"0,333333333333333";"0,942809041582063";"0";
"объединяться";"0,2";"0,4";"0";
"объективность";"0,888888888888889";"0,737027731190089";"1";
"объективный";"0,333333333333333";"0,471404520791032";"0";
"объявление";"0";"0,471404520791032";"0";
"объявлять";"0";"0";"0";
"объяснительный";"0,111111111111111";"0,737027731190089";"0";
"объяснять";"0";"0";"0";
"объясняться";"0,4";"0,8";"0";
"объятие";"0,333333333333333";"0,471404520791032";"0";
"обыватель";"-0,333333333333333";"0,471404520791032";"0";
"обывательский";"-1";"0,577350269189626";"-1";
"обыденный";"0";"0";"0";
"обыск";"-1";"0,816496580927726";"-1";
"обычный";"0";"0";"0";
"обязанность";"0";"0";"0";
"обязательно";"0";"0";"0";
"обязательный";"0";"0";"0";
"обязательство";"0,444444444444444";"0,684934889218775";"0";
"обязывать";"-0,666666666666667";"0,471404520791032";"-1";
"обязываться";"0";"0";"0";
"овощебаза";"-0,333333333333333";"0,471404520791032";"0";
"овощной";"0";"0";"0";
"огайо";"0";"0";"0";
"огласка";"0";"0,707106781186548";"0";
"оглашать";"0";"0";"0";
"оглашение";"-0,222222222222222";"0,415739709641549";"0";
"оглушительный";"0";"0,816496580927726";"0";
"огневой";"-1";"0,471404520791032";"-1";
"огненный";"-0,333333333333333";"0,471404520791032";"0";
"огнестрельный";"-0,25";"0,433012701892219";"0";
"огнетушитель";"0,333333333333333";"0,471404520791032";"0";
"огнь";"-0,333333333333333";"0,471404520791032";"0";
"ого";"0";"0";"0";
"оговорка";"-0,125";"0,7806247497998";"0";
"оголтелый";"-1,33333333333333";"0,471404520791032";"-1";
"огонек";"0,666666666666667";"0,471404520791032";"1";
"огорчать";"-1";"0";"-1";
"огорчаться";"-1";"0,577350269189626";"-1";
"ограбить";"-1";"0";"-1";
"ограбление";"-1,33333333333333";"0,666666666666667";"-1";
"ограждать";"0";"0,816496580927726";"0";
"ограждение";"0";"0";"0";
"ограничение";"0";"0,816496580927726";"0";
"ограниченность";"-1";"0,534522483824849";"-1";
"ограничивать";"-0,4";"0,489897948556636";"0";
"огрех";"-0,333333333333333";"0,471404520791032";"0";
"огромный";"0,666666666666667";"0,471404520791032";"1";
"одалживать";"-0,333333333333333";"0,471404520791032";"0";
"одежда";"0";"0";"0";
"одерживать";"0";"0";"0";
"одинокий";"-0,666666666666667";"0,471404520791032";"-1";
"одиночный";"0";"0";"0";
"одиозный";"-0,666666666666667";"0,471404520791032";"-1";
"однако";"0";"0";"0";
"однобокий";"-0,444444444444444";"0,496903994999953";"0";
"однозначный";"-0,333333333333333";"1,24721912892465";"0";
"одноклассница";"0";"0";"0";
"однообразный";"-0,666666666666667";"0,471404520791032";"-1";
"одноразовый";"0";"0";"0";
"односельчанин";"0,111111111111111";"0,314269680527354";"0";
"односторонний";"-0,333333333333333";"0,471404520791032";"0";
"однотипный";"-0,333333333333333";"0,471404520791032";"0";
"одобрение";"0,666666666666667";"0,942809041582063";"1";
"одобрительный";"1";"0";"1";
"одобрять";"1";"0,816496580927726";"1";
"ожесточать";"-1,33333333333333";"0,471404520791032";"-1";
"ожесточенный";"-1,33333333333333";"0,471404520791032";"-1";
"оживать";"1";"0,816496580927726";"1";
"ожидаться";"0";"0";"0";
"озабоченность";"-1";"0";"-1";
"озабочиваться";"0";"0,816496580927726";"0";
"озаглавливать";"-0,25";"0,433012701892219";"0";
"озверелый";"-2";"0";"-2";
"оздоровительный";"0,666666666666667";"0,471404520791032";"1";
"оздоровление";"0,75";"0,433012701892219";"1";
"озеленение";"0,25";"0,433012701892219";"0";
"ознакомляться";"0";"0";"0";
"озорной";"0,25";"0,82915619758885";"0";
"оказание";"0";"0";"0";
"оказывать";"0,333333333333333";"0,471404520791032";"0";
"оккупант";"-0,666666666666667";"0,471404520791032";"-1";
"оккупационный";"-1";"0,816496580927726";"-1";
"оккупировать";"-1";"0,816496580927726";"-1";
"оклад";"0";"0";"0";
"оклахома";"0";"0";"0";
"окленд";"0";"0";"0";
"окончание";"0";"0";"0";
"окончательный";"0";"0";"0";
"окраинный";"0";"0";"0";
"округ";"0";"0";"0";
"окружать";"0";"0";"0";
"окружение";"0";"0";"0";
"октябрь";"0";"0";"0";
"октябрьский";"0";"0";"0";
"окупаться";"0,333333333333333";"0,471404520791032";"0";
"окурок";"-0,666666666666667";"0,471404520791032";"-1";
"олигарх";"0,666666666666667";"0,942809041582063";"1";
"олигархический";"-1,33333333333333";"0,942809041582063";"-1";
"олигархия";"-1";"0,816496580927726";"-1";
"ольга";"0";"0";"0";
"омерзительный";"-2";"0";"-2";
"омоновец";"0,333333333333333";"0,471404520791032";"0";
"омский";"0";"0";"0";
"онегин";"0,222222222222222";"0,415739709641549";"0";
"онищенко";"0";"0";"0";
"онкологический";"-1,44444444444444";"0,684934889218775";"-1";
"онкология";"-1,33333333333333";"0,471404520791032";"-1";
"онлайновый";"0";"0";"0";
"онтарио";"0,333333333333333";"0,471404520791032";"0";
"оон";"0";"0";"0";
"опасаться";"-1";"0,632455532033676";"-1";
"опасение";"-1";"0";"-1";
"опасный";"-1";"0";"-1";
"опека";"0,166666666666667";"0,372677996249965";"0";
"опекать";"0";"0";"0";
"опекунство";"0,222222222222222";"0,628539361054709";"0";
"оперативный";"0,333333333333333";"0,471404520791032";"0";
"операция";"-0,111111111111111";"0,566557723732532";"0";
"опережать";"0,666666666666667";"0,471404520791032";"1";
"оперировать";"0";"0";"0";
"опираться";"0,333333333333333";"0,471404520791032";"0";
"описание";"0";"0";"0";
"опись";"0,333333333333333";"0,471404520791032";"0";
"оплакивать";"-0,555555555555556";"0,955813918560292";"-1";
"оплата";"0";"0";"0";
"оплачиваться";"0";"0";"0";
"оплот";"-0,444444444444444";"0,496903994999953";"0";
"опоздание";"-0,666666666666667";"0,471404520791032";"-1";
"опознавать";"0";"0";"0";
"оползень";"-1";"0,816496580927726";"-1";
"ополчение";"-0,222222222222222";"0,785674201318386";"0";
"опорный";"0";"0";"0";
"оппозиционер";"-0,25";"0,433012701892219";"0";
"оппозиционный";"0";"0";"0";
"оппозиция";"0,111111111111111";"0,737027731190089";"0";
"оппонент";"0";"0";"0";
"оправдание";"-1";"0";"-1";
"оправдательный";"0,666666666666667";"0,942809041582063";"1";
"оправдывать";"-0,333333333333333";"0,471404520791032";"0";
"определять";"0";"0";"0";
"определяться";"0,2";"0,4";"0";
"опровергать";"-0,333333333333333";"0,471404520791032";"0";
"опровержение";"0";"0";"0";
"опрометчивый";"-0,4";"0,489897948556636";"0";
"опрос";"0";"0";"0";
"опрятный";"0";"0,816496580927726";"0";
"оптимальный";"0,666666666666667";"0,471404520791032";"1";
"оптимизировать";"1";"0,816496580927726";"1";
"оптимизм";"0,666666666666667";"0,471404520791032";"1";
"оптимистический";"1";"0";"1";
"оптимистичный";"1";"0";"1";
"опубликовывать";"0";"0";"0";
"опускаться";"0";"0";"0";
"опухоль";"-1,11111111111111";"0,87488976377909";"-1";
"опыт";"0";"0";"0";
"опьянение";"-0,333333333333333";"0,471404520791032";"0";
"опять-таки";"-0,333333333333333";"0,471404520791032";"0";
"оранжевый";"0,333333333333333";"0,471404520791032";"0";
"орган";"0";"0";"0";
"организационный";"0";"0";"0";
"организация";"0";"0";"0";
"организм";"0";"0";"0";
"организованный";"0,333333333333333";"0,471404520791032";"0";
"организовываться";"0";"0";"0";
"органичный";"0,333333333333333";"0,471404520791032";"0";
"оргкомитет";"0";"0";"0";
"орден";"0";"0";"0";
"ордынский";"0";"0";"0";
"оренбург";"0";"0";"0";
"оренбургский";"0";"0";"0";
"оренбуржье";"0";"0";"0";
"орех";"0";"0";"0";
"оригинал";"0,111111111111111";"0,314269680527354";"0";
"оригинальность";"0,666666666666667";"0,471404520791032";"1";
"оригинальный";"0,666666666666667";"0,471404520791032";"1";
"ориентировать";"0";"0,5";"0";
"орлеан";"0";"0";"0";
"орловский";"0";"0";"0";
"ортодоксальный";"0";"0";"0";
"оружейный";"0";"0";"0";
"оружие";"-0,833333333333333";"0,897527467855751";"-1";
"орхан";"0";"0";"0";
"осаждать";"-1";"0,816496580927726";"-1";
"осваивать";"0";"0";"0";
"освежать";"0,5";"0,5";"0";
"освещаться";"0,142857142857143";"0,63887656499994";"0";
"освободительный";"1";"0";"1";
"освобождать";"1";"0,471404520791032";"1";
"освобождаться";"1,25";"0,433012701892219";"1";
"освобождение";"0,666666666666667";"0,471404520791032";"1";
"освоение";"0,25";"0,433012701892219";"0";
"оседлость";"0";"0";"0";
"осел";"-0,333333333333333";"0,471404520791032";"0";
"осень";"0,333333333333333";"0,471404520791032";"0";
"осетия";"-0,333333333333333";"0,471404520791032";"0";
"оскароносный";"1";"0";"1";
"осколок";"0";"0";"0";
"оскорбительный";"-1,66666666666667";"0,471404520791032";"-2";
"оскорбление";"-1,66666666666667";"0,471404520791032";"-2";
"оскорблять";"-1,33333333333333";"0,471404520791032";"-1";
"ослабевать";"-0,888888888888889";"0,314269680527354";"-1";
"ослаблять";"0,2";"0,748331477354788";"0";
"ослепительный";"0,75";"0,433012701892219";"1";
"осложнение";"-1,4";"0,489897948556636";"-1";
"осложнять";"-1";"0";"-1";
"осложняться";"-0,666666666666667";"0,471404520791032";"-1";
"осман";"0";"0";"0";
"османский";"0,333333333333333";"0,471404520791032";"0";
"осмеливаться";"-0,166666666666667";"1,06718737290547";"0";
"осмотрительный";"0,75";"0,433012701892219";"1";
"осмысленный";"0,333333333333333";"0,471404520791032";"0";
"оснащать";"0,333333333333333";"0,471404520791032";"0";
"основа";"0";"0";"0";
"основание";"0";"0";"0";
"основательно";"-0,333333333333333";"0,471404520791032";"0";
"основательный";"0,777777777777778";"1,03040205505508";"1";
"основополагающий";"0";"0";"0";
"основывать";"0,333333333333333";"0,471404520791032";"0";
"особенность";"0";"0";"0";
"особенный";"0,333333333333333";"0,471404520791032";"0";
"особый";"0,777777777777778";"0,628539361054709";"1";
"осознавать";"0,777777777777778";"0,628539361054709";"1";
"осознание";"0";"0";"0";
"оспаривать";"-0,666666666666667";"0,471404520791032";"-1";
"останавливаться";"0";"0";"0";
"останкинский";"0";"0";"0";
"остановка";"-0,666666666666667";"0,942809041582063";"-1";
"остов";"0";"0";"0";
"остоженка";"0";"0";"0";
"осторожность";"0,444444444444444";"0,496903994999953";"0";
"осторожный";"0,333333333333333";"0,816496580927726";"0";
"осуждать";"-0,666666666666667";"0,471404520791032";"-1";
"осуждение";"-1";"0";"-1";
"осуществление";"0";"0";"0";
"осуществлять";"-0,111111111111111";"0,566557723732532";"0";
"осуществляться";"0,333333333333333";"0,471404520791032";"0";
"отбиваться";"-0,333333333333333";"0,471404520791032";"0";
"отбор";"0";"0";"0";
"отборный";"-1";"0,816496580927726";"-1";
"отбрасывать";"0";"0,577350269189626";"0";
"отбывание";"-0,625";"0,695970545353753";"-1";
"отбывать";"-0,75";"0,433012701892219";"-1";
"отбытие";"-0,333333333333333";"0,471404520791032";"0";
"отвага";"1,33333333333333";"0,471404520791032";"1";
"отважный";"1,66666666666667";"0,471404520791032";"2";
"отваливаться";"-0,5";"0,5";"0";
"отвергать";"-0,666666666666667";"0,942809041582063";"-1";
"отверженный";"-1,33333333333333";"0,471404520791032";"-1";
"ответственность";"0,333333333333333";"0,471404520791032";"0";
"ответственный";"0";"0";"0";
"отвлекать";"0";"0";"0";
"отвлекаться";"-0,333333333333333";"0,471404520791032";"0";
"отвратительный";"-2";"0";"-2";
"отвратный";"-1,33333333333333";"0,471404520791032";"-1";
"отвращение";"-1,16666666666667";"1,46249406456535";"-1";
"отдавать";"0,25";"0,433012701892219";"0";
"отдаваться";"0";"0";"0";
"отдача";"0,111111111111111";"0,314269680527354";"0";
"отдельный";"0";"0";"0";
"отделяться";"0";"0,534522483824849";"0";
"отечественный";"0";"0";"0";
"отечество";"0";"0";"0";
"отзыв";"0";"0";"0";
"отказ";"-0,5";"0,5";"0";
